51302890542,cgg,62,249
51302891466,caa,153,256
51302922454,ggg,15,115
51302928030,dfg,80,192
51302958241,fda,231,107
51302971742,dbe,162,66
51302980198,agc,6,160
51302993033,ace,174,56
51302995502,dcd,21,172
51303025935,abc,120,237
51303028405,gec,228,13
51303035654,age,9,116
51303037486,ede,267,74
51303068765,abb,45,24
51303090052,bbb,164,194
51303098755,cee,278,219
51303099943,cde,29,56
51303100764,dfa,93,48
51303116193,fbg,72,252
51303159522,agg,197,33
51303164059,gfb,275,247
51303176538,cdb,258,201
51303183257,caf,60,20
51303207560,egd,176,278
51303238496,bbe,260,137
51303257443,efd,94,113
51303323043,dgc,11,287
51303329561,bga,3,152
51303333250,baf,216,7
51303358099,bcc,62,136
51303385621,acf,171,121
51303394242,fga,238,170
51303456091,aef,114,143
51303477660,fgd,274,102
51303501507,adb,159,263
51303524097,afg,90,289
51303533795,gdb,147,274
51303563666,gcf,263,207
51303594611,gff,33,218
51303668070,ege,164,187
51303680192,cdg,26,181
51303687368,gef,161,102
51303700384,dfb,45,30
51303701328,bgf,144,281
51303707736,efd,148,109
51303729754,fbd,260,232
51303791798,fbc,148,296
51303799776,gdf,40,254
51303817047,gbf,102,105
51303822195,feb,11,88
51303853848,gde,80,59
51303856392,edc,16,110
51303863036,abd,5,185
51303879577,ffa,285,42
51303954838,acd,166,106
51303958686,beg,87,156
51303968173,bdf,124,117
51304006818,bfa,98,169
51304018851,eab,148,235
51304035628,fbe,31,145
51304037025,egc,185,122
51304037679,bac,174,247
51304051187,eaf,132,119
51304066065,abg,175,168
51304107721,eag,265,147
51304131873,caa,53,256
51304143838,dge,106,155
51304165978,eea,227,145
51304176225,efe,277,215
51304205322,dcg,123,40
51304252778,bdd,247,25
51304299397,cdd,153,293
51304299834,agd,214,98
51304310617,bae,140,202
51304325444,add,91,258
51304359914,bca,6,62
51304389229,bbd,260,32
51304396917,cgb,141,67
51304401350,dfa,87,42
51304403771,edb,228,7
51304411675,cbc,147,45
51304413825,bde,20,164
51304454516,bbe,263,117
51304472077,fbe,214,124
51304487476,eed,4,134
51304510280,efc,192,152
51304510367,bdd,157,27
51304517083,dff,18,296
51304556817,ddd,55,64
51304607255,dbc,138,19
51304612236,fea,247,63
51304614168,gea,188,141
51304618249,aeb,54,221
51304626340,ged,10,264
51304647222,edf,165,207
51304661303,faa,38,270
51304682690,ecg,68,49
51304683594,add,127,221
51304684258,fgf,9,35
51304686584,edb,103,5
51304691346,bea,209,139
51304701083,caa,195,276
51304745915,agc,216,152
51304757576,bbd,205,35
51304770758,cad,60,94
51304785676,deb,76,149
51304797519,ebc,258,183
51304798101,ddd,274,72
51304819842,eba,180,230
51304833137,fed,196,240
51304838149,afc,30,122
51304844018,bgf,215,283
51304864547,efd,198,120
51304877280,ffc,157,189
51304880790,geb,227,162
51304884674,efd,184,139
51304908091,eaf,123,139
51304912294,beb,77,89
51304935406,agd,299,86
51304938160,fdg,234,250
51304983358,faf,288,228
51304999509,ccb,1,80
51305010058,bgb,277,184
51305013506,acd,145,103
51305015839,fcd,101,315
51305039873,gcc,114,272
51305042941,ceb,17,67
51305064556,bff,140,131
51305082864,dag,172,198
51305093774,daa,226,57
51305095122,gcg,7,11
51305112662,gef,245,90
51305121800,fcg,52,59
51305135147,eag,33,167
51305144532,aaf,49,276
51305177635,bgg,136,258
51305221599,aff,43,267
51305235736,abe,187,100
51305246425,ccd,42,242
51305277066,gbb,183,176
51305280140,cdc,240,161
51305284179,fce,192,96
51305323645,cfd,5,109
51305333283,aga,46,84
51305370059,fgc,240,115
51305396623,eaa,170,36
51305440729,dgb,2,231
51305441303,ebc,139,155
51305447111,ggf,238,115
51305462543,ada,236,256
51305470128,edd,119,76
51305499239,gdc,115,58
51305499355,cff,235,270
51305527410,bfb,221,243
51305534344,fgb,199,240
51305541045,gde,46,49
51305546459,bcc,176,137
51305579458,cdf,94,183
51305597767,bcf,111,220
51305614580,gaf,137,218
51305629837,cge,257,157
51305631329,cgf,206,98
51305642310,fac,236,51
51305672796,fcd,84,321
51305679174,ddd,238,75
51305703307,gcd,117,66
51305727535,cfa,202,303
51305729478,ade,159,80
51305752360,gae,170,270
51305752695,gca,125,99
51305797805,cec,26,277
51305802389,dge,282,164
51305802839,dac,111,36
51305812946,gag,53,102
51305860982,eeg,157,77
51305919933,ddc,99,226
51305922645,ddc,154,219
51305931698,ebd,140,190
51305950036,efa,71,273
51305956715,ggd,186,139
51305962143,aef,114,155
51305999931,efc,241,179
51306017914,ddb,5,149
51306023530,fgf,249,34
51306027616,cea,236,213
51306046113,dab,170,9
51306060022,gbf,232,105
51306073126,gfe,119,161
51306083711,dfd,116,132
51306084958,ffe,45,251
51306089947,gee,120,136
51306094024,fef,45,226
51306097124,ecg,273,48
51306108590,fbf,275,289
51306160224,add,161,196
51306237079,bee,119,161
51306242047,aea,80,297
51306258254,dcf,146,101
51306267794,efg,189,123
51306290688,fdf,147,246
51306304147,aaf,105,223
51306304890,bae,190,204
51306313538,eac,236,249
51306360399,fcc,10,130
51306360825,fef,142,253
51306395158,ecc,193,240
51306409483,dde,239,44
51306424013,cfd,258,89
51306432137,edf,283,192
51306440390,fee,205,162
51306467237,def,88,230
51306468628,aga,210,71
51306483673,beg,183,160
51306493346,gda,92,277
51306500736,aeg,112,227
51306517491,aed,97,242
51306558216,bbf,20,74
51306606831,cdb,123,174
51306609426,gbe,6,125
51306642020,aaa,62,67
51306655682,dgg,30,55
51306658308,add,19,156
51306674875,ece,103,22
51306695655,gbf,5,117
51306711364,ffe,285,288
51306755060,gab,104,162
51306764739,efe,117,182
51306772660,bfb,36,230
51306778854,dfe,175,30
51306835826,gcb,97,137
51306849671,fcf,130,156
51306889009,dbf,196,107
51306892599,gfc,252,293
51306935587,ebf,31,132
51306988754,acg,187,150
51307028244,cdd,199,336
51307033203,aab,254,192
51307115899,ced,22,37
51307152348,gbb,232,191
51307154706,ded,149,299
51307162671,cga,260,216
51307175421,fgc,46,136
51307216500,gce,82,205
51307217748,fad,255,165
51307225629,gag,265,117
51307237144,ccg,52,186
51307250070,fbb,28,19
51307260804,bcg,25,173
51307265482,eef,172,29
51307265858,dcc,192,61
51307275766,gga,220,198
51307278536,edg,265,241
51307278687,acg,24,141
51307290344,cdd,240,372
51307297218,dbb,290,160
51307316065,bdf,68,134
51307332958,gfg,47,148
51307338545,fcb,290,168
51307353240,ede,199,61
51307360909,cab,255,291
51307371246,dce,175,104
51307381688,ggd,287,125
51307399208,aca,40,39
51307401347,gac,285,218
51307401989,bgc,113,176
51307414671,cee,35,181
51307436104,gdd,17,199
51307443998,ecc,168,206
51307444775,gfd,134,240
51307459733,bga,154,127
51307507465,cae,18,24
51307511275,eeb,203,152
51307565844,eed,35,159
51307595328,afd,8,221
51307604949,dff,156,290
51307606470,fbg,57,226
51307632018,fcc,136,114
51307654337,afg,22,303
51307682399,gbd,192,97
51307740964,caf,152,23
51307763053,aad,233,136
51307774294,abf,219,120
51307799462,agf,211,67
51307827439,fdg,46,287
51307851132,cdc,144,181
51307856439,bfe,102,133
51307858726,ebb,172,238
51307864802,dfc,155,119
51307880506,cbf,231,78
51307889873,bbg,211,268
51307904089,adc,84,190
51307905938,fgg,90,217
51307909344,acf,41,105
51307916688,abc,125,213
51307938457,feg,161,249
51307947503,aac,283,125
51307960184,caa,282,300
51307961321,bec,142,187
51307962507,cca,31,277
51307972811,edd,220,73
51307980498,ggb,228,226
51308016833,dbd,67,219
51308030606,abg,57,164
51308045401,cdf,51,206
51308046773,cfg,182,284
51308071055,fdc,237,266
51308093798,fgf,196,37
51308107249,cag,174,62
51308113752,fae,272,197
51308123980,dgc,65,232
51308136447,bab,197,8
51308142555,gcb,227,110
51308151281,agd,1,92
51308157077,bef,143,7
51308169034,gcd,119,57
51308172237,bcc,282,147
51308192026,ddg,256,221
51308195639,gad,81,201
51308196127,eca,112,281
51308198371,acb,55,80
51308205003,cde,1,61
51308216986,dea,48,153
51308233461,bdc,241,51
51308247362,dfa,283,48
51308261562,eca,263,311
51308282932,fca,115,181
51308284116,ccg,57,148
51308316135,cag,257,53
51308331207,geg,218,286
51308334725,bbc,202,223
51308338043,cea,285,193
51308339444,cbg,82,207
51308340107,acc,232,37
51308395291,ded,152,352
51308401249,gee,76,110
51308420854,ccc,266,20
51308423021,dcd,178,158
51308450849,dgd,180,250
51308460288,gge,23,41
51308462697,eag,27,146
51308471713,dgf,139,42
51308489474,feb,226,86
51308489877,dgb,158,235
51308493202,gff,141,180
51308502650,faa,255,256
51308516952,eeb,272,123
51308524608,fbc,100,316
51308539770,egg,68,162
51308543444,cfc,173,185
51308559801,cff,110,224
51308561311,fdd,258,203
51308590717,cdf,110,222
51308600899,cbc,196,41
51308601598,bag,280,217
51308635075,fgg,271,193
51308637075,daf,106,215
51308640151,ggc,154,8
51308650436,ccf,18,53
51308658411,fde,122,62
51308673395,acb,227,83
51308680701,dfc,224,126
51308684364,baf,163,8
51308687357,gce,14,237
51308702644,aag,159,286
51308720368,dee,139,42
51308722638,cce,285,50
51308725752,ebe,80,238
51308736146,fdc,291,239
51308740006,adf,242,148
51308796841,aed,218,237
51308818804,ddf,136,226
51308819047,fad,125,133
51308826438,cbb,251,194
51308830034,dba,178,194
51308833883,bdg,89,151
51308864937,fed,161,240
51308876413,gab,188,140
51308898891,bbe,292,109
51308899877,dbe,159,62
51308909749,bgb,144,161
51308920533,bba,125,102
51308945236,ade,263,67
51308952924,agg,64,38
51308955556,cda,240,12
51308969673,bbc,57,247
51308978295,cdb,64,179
51309021648,eee,147,98
51309048371,dea,23,123
51309050195,efd,244,127
51309050653,fag,32,18
51309063326,bda,61,240
51309073378,feg,205,266
51309076660,dda,183,103
51309093507,cac,82,82
51309096133,eff,153,87
51309110826,gcd,206,47
51309113060,aae,232,266
51309142648,dae,40,113
51309190016,dbg,60,199
51309191717,dcb,45,196
51309192318,bdb,80,226
51309196450,faf,144,243
51309202445,ffb,182,69
51309208836,def,47,213
51309208934,ecb,297,78
51309213290,faa,274,261
51309217244,bgb,46,149
51309226326,egf,41,237
51309227813,fda,258,100
51309245048,dgf,151,38
51309255238,bfg,1,13
51309259699,bed,97,23
51309264068,bcb,198,72
51309276556,gde,200,53
51309279099,eda,21,117
51309310978,gaa,124,165
51309320211,age,122,132
51309348380,abc,62,253
51309354781,fga,281,193
51309362618,cgd,86,71
51309364792,bgd,295,148
51309365140,bfc,104,53
51309370229,bgf,219,331
51309380526,bbf,277,62
51309383432,ffd,133,119
51309407118,cef,220,49
51309413839,afg,83,309
51309433850,ega,221,5
51309439955,eea,172,171
51309450601,cgc,109,13
51309461920,dea,110,126
51309462198,afe,258,277
51309486361,fff,38,182
51309529548,ceg,175,86
51309536886,cfe,23,131
51309542043,fgd,30,96
51309560007,dec,17,148
51309562972,bfd,22,253
51309584270,cbe,226,78
51309591967,aee,80,62
51309597176,egc,287,141
51309598384,dfg,51,167
51309621180,efb,246,112
51309625417,dae,133,134
51309629846,agb,8,105
51309637849,ebg,39,211
51309646868,add,261,177
51309656707,beg,19,144
51309659984,gbg,237,21
51309663008,ecf,263,101
51309666230,adg,203,143
51309685570,bac,126,242
51309699199,gcg,6,9
51309699909,ggg,123,103
51309719107,cba,107,10
51309727461,fab,181,167
51309738680,ccc,231,23
51309739818,fde,181,57
51309744293,bbg,145,241
51309745850,ead,150,210
51309752094,bce,273,51
51309762979,eda,257,117
51309777841,ddd,51,69
51309808207,bdd,58,26
51309810731,fde,255,57
51309811843,gec,247,14
51309822330,bcd,113,122
51309842667,eec,32,219
51309842750,eda,2,139
51309843723,fdb,53,125
51309846293,aec,88,151
51309851887,bge,274,26
51309865747,cbd,51,150
51309880896,deg,132,44
51309885662,fba,260,6
51309894090,bad,53,91
51309910119,fge,247,75
51309941914,aba,3,205
51309958336,gfa,178,138
51309974507,fca,18,164
51310053022,cgg,47,221
51310103298,aed,140,270
51310115766,fde,78,49
51310119847,eec,167,186
51310149145,ccd,138,234
51310155057,ccb,143,79
51310163415,bec,118,162
51310174500,afd,79,251
51310208069,eae,2,13
51310221326,acd,221,88
51310223597,bcd,51,113
51310228339,ccd,210,236
51310229730,baa,14,125
51310255001,ecd,151,97
51310299056,bae,223,238
51310325801,ddc,210,247
51310332683,bbb,198,197
51310343809,abb,180,24
51310351895,gba,267,204
51310355868,dgd,204,282
51310357624,dcb,226,176
51310369824,ggf,140,131
51310408835,baf,80,7
51310412827,afb,63,12
51310413777,ccc,245,25
51310429850,efb,69,114
51310430945,ccg,170,173
51310432216,ccd,143,191
51310444375,gbc,269,127
51310445433,edc,172,104
51310469281,dca,21,217
51310484080,gdb,246,219
51310503641,abb,287,25
51310506150,gce,228,251
51310540714,deb,40,156
51310560937,efb,137,93
51310574845,gcd,105,46
51310594103,gfc,140,322
51310621287,dad,170,97
51310638067,ace,212,45
51310676650,agg,29,42
51310699726,ecf,253,92
51310738863,agf,33,56
51310741071,adb,222,312
51310772269,dga,235,140
51310774765,dgb,56,242
51310796338,ccb,82,71
51310838272,cfc,149,164
51310870879,bef,140,7
51310892393,ebe,120,276
51310963180,fbe,151,140
51310970910,eeg,40,80
51310975737,fdg,262,295
51310987820,gdd,13,191
51311000375,acf,249,114
51311008085,aag,274,237
51311030406,cad,37,90
51311035163,afd,277,225
51311048700,afc,201,137
51311060965,bde,209,142
51311060970,caf,9,26
51311074329,eec,232,152
51311082015,gag,240,132
51311093343,adf,70,136
51311098031,dec,106,152
51311106059,gbc,182,146
51311119910,eac,147,296
51311121439,bbc,94,242
51311132361,ebf,184,124
51311137341,gdg,13,163
51311179354,fec,126,275
51311189230,efe,1,156
51311195558,egb,94,118
51311198441,fea,54,72
51311211681,bcf,251,252
51311229907,eba,196,236
51311235027,gca,177,79
51311240734,afa,288,257
51311254374,ffg,294,157
51311342087,ede,133,53
51311358783,cfb,216,159
51311359280,bae,273,264
51311371512,edd,19,70
51311374934,gaf,238,224
51311376141,gae,173,261
51311387839,fda,297,83
51311403097,gge,108,46
51311437227,gdf,162,213
51311471565,acf,143,96
51311474557,abb,159,22
51311477116,fbd,41,264
51311501487,fdc,152,234
51311506305,ffa,70,43
51311507012,cbg,36,198
51311531198,cec,148,224
51311553074,gcb,282,129
51311559577,ddg,200,229
51311589890,gce,57,235
51311595339,cge,145,139
51311607542,gdc,116,56
51311608158,gcc,42,233
51311678424,gbf,268,94
51311686498,fcc,295,102
51311688131,cce,231,57
51311689780,fdd,162,162
51311695775,aae,156,284
51311714111,fcg,8,57
51311733932,dce,233,110
51311734406,fgc,37,148
51311747468,gcg,23,10
51311768117,egf,236,248
51311774885,dbc,299,17
51311784063,cae,57,22
51311795363,faf,172,274
51311796301,gda,77,293
51311805689,eaa,60,36
51311806190,ced,195,39
51311824798,fab,210,146
51311851428,bba,240,119
51311864993,age,174,121
51311866079,egd,84,330
51311867704,gbc,159,144
51311881004,aeb,290,245
51311888183,bda,197,283
51311892263,eaf,256,139
51311898091,bff,296,115
51311903165,ebb,242,240
51311906201,fec,174,247
51311932920,ccc,165,27
51311988146,dag,87,213
51311988699,dbb,171,184
51312003030,efa,33,303
51312003986,eea,276,140
51312013620,gbc,48,155
51312034931,cae,135,22
51312038139,gaa,110,191
51312038323,fdg,187,321
51312060219,gge,80,45
51312097730,cgb,150,75
51312135181,geb,41,162
51312154415,dge,51,178
51312189803,aea,36,288
51312198906,bgg,295,224
51312199290,dfa,223,43
51312199959,ebc,275,184
51312208641,bca,258,72
51312212967,ecg,116,42
51312229371,gbb,15,162
51312231019,gge,229,53
51312239106,eae,284,15
51312276199,gdc,49,49
51312317566,cda,275,12
51312331363,ege,63,192
51312334449,ege,24,207
51312364504,cca,93,324
51312378401,bcf,152,234
51312378696,gbb,56,184
51312390301,dgf,91,33
51312392989,daa,67,62
51312394497,aaa,141,75
51312415072,fag,232,17
51312419366,bdb,112,262
51312436302,ecc,13,241
51312472791,fce,13,101
51312524378,edb,104,5
51312534837,ada,79,263
51312540935,gba,274,238
51312549242,fbe,134,156
51312567831,dbf,12,116
51312587714,cge,14,159
51312626798,ddf,70,259
51312633185,baf,146,7
51312673641,cga,244,203
51312675998,dgd,147,324
51312690538,ebd,225,174
51312703522,ace,112,49
51312718476,fee,218,147
51312729831,def,141,240
51312748695,eea,39,166
51312768674,bfa,267,182
51312769930,bdg,13,155
51312790323,fcf,132,180
51312792806,agd,173,92
51312814001,cbc,205,42
51312819480,aba,61,174
51312821807,aaf,108,194
51312825602,gac,47,224
51312883729,ffe,56,319
51312899728,feg,201,297
51312905789,cdg,132,202
51312933771,dbd,66,183
51312940168,bgd,246,119
51312947297,cae,112,24
51312947837,fad,143,158
51312981039,ffd,86,96
51312995459,bgf,263,337
51312998273,acb,91,78
51313016707,aaf,67,197
51313024619,eab,206,223
51313040741,aad,57,160
51313064282,dec,261,161
51313072057,abd,221,197
51313072650,ggc,92,6
51313079422,bcb,193,65
51313080187,dcg,297,36
51313099707,dfb,93,28
51313109883,gfb,2,254
51313121428,bbd,56,32
51313138414,bga,21,101
51313140923,dbb,176,193
51313150144,cfc,166,173
51313157665,aeg,72,208
51313166230,ccf,91,58
51313171909,ddd,285,55
51313194251,efg,253,102
51313202528,gbg,222,19
51313225909,gdd,268,160
51313245219,gdd,181,155
51313273198,aab,265,199
51313295980,geb,205,155
51313309133,bfe,266,110
51313318094,faa,31,302
51313321561,fac,158,58
51313334188,dbe,43,54
51313350695,ebg,10,179
51313354280,baa,129,137
51313375114,ggd,296,107
51313379655,eed,216,146
51313401492,fbc,96,344
51313439940,ceb,81,62
51313471515,aad,171,174
51313473470,ged,170,248
51313495206,dab,154,9
51313514733,dfd,220,110
51313535480,gcf,273,198
51313541394,agf,201,64
51313545645,ebg,121,143
51313548585,dbg,107,199
51313562542,agc,287,180
51313566551,eaa,280,34
51313569492,dde,262,49
51313575303,eeb,274,124
51313594480,cga,155,241
51313604021,bce,80,41
51313628019,cdb,265,191
51313634108,gec,141,12
51313657946,eea,104,164
51313696178,fgf,22,43
51313718673,cfa,36,342
51313758512,beb,293,90
51313774639,geb,187,181
51313776879,fcg,283,47
51313783589,faf,58,260
51313792287,dfg,105,188
51313793944,gfd,197,204
51313799330,ffc,119,215
51313841520,fea,229,76
51313852309,aff,164,299
51313854868,cda,22,14
51313857207,afd,242,195
51313874989,fgd,298,106
51313892926,egd,125,323
51313920002,aag,87,239
51313934965,dge,238,194
51313936583,bbf,191,68
51313968551,ccg,31,205
51313982025,fab,39,159
51313986156,fcd,129,327
51313993872,fgb,201,247
51314026635,dba,55,201
51314048208,ffg,8,142
51314056651,abe,158,106
51314058599,cgb,72,66
51314095685,dgc,97,227
51314098478,cfg,166,252
51314135686,dfa,4,51
51314147157,fdf,34,199
51314176664,eff,286,86
51314179014,eac,172,257
51314220809,bgc,61,151
51314227330,bee,6,143
51314227695,egd,264,261
51314228280,acb,275,66
51314246391,gec,44,12
51314249508,dgg,207,57
51314254404,ggb,259,185
51314274693,cec,128,221
51314289684,gef,51,97
51314295898,gaf,220,237
51314301677,eca,104,323
51314308698,fbd,256,237
51314310791,abg,5,170
51314318217,edf,51,188
51314321116,bfc,265,49
51314322750,eee,32,112
51314338502,bdc,80,46
51314346366,cge,147,171
51314347165,bgc,176,140
51314386041,bfa,57,203
51314394285,ceg,100,87
51314436116,gea,71,114
51314449624,bcb,10,65
51314457892,bag,109,180
51314462413,acc,25,38
51314462420,bea,35,145
51314468460,agg,73,44
51314470620,gfc,274,283
51314544023,bdg,13,156
51314565602,bcd,8,101
51314581041,ccc,13,21
51314595653,aga,114,80
51314616568,faf,276,280
51314621369,ege,134,209
51314635776,efb,268,104
51314670479,bbf,197,80
51314699449,dfc,285,131
51314731591,fag,162,18
51314732599,cce,122,66
51314740860,cgc,103,14
51314762494,fef,71,215
51314764140,cfd,136,104
51314811865,bfb,55,234
51314816189,ebe,61,281
51314822195,aag,1,215
51314824108,adc,115,178
51314836915,cdd,264,379
51314847309,bbg,125,195
51314871564,cag,257,45
51314886524,eec,173,174
51314888848,fdd,82,178
51314941797,gfe,50,164
51314942859,egc,224,125
51314982738,dbc,259,18
51314984295,dgc,157,251
51315023094,bfe,219,127
51315043651,ecc,200,262
51315057699,gbd,217,98
51315144639,cde,46,61
51315146317,gcd,262,52
51315164880,gba,79,204
51315168217,bdc,282,40
51315172461,eef,63,29
51315175690,cac,109,88
51315180298,cgd,227,58
51315205087,fbf,52,294
51315233795,fga,84,183
51315235850,ece,92,25
51315264778,edg,3,214
51315286900,ded,149,281
51315306561,dac,57,36
51315314686,cgf,216,94
51315317716,aca,179,34
51315319511,gdf,237,227
51315330180,aef,258,148
51315334722,bgf,93,394
51315335550,ceg,39,93
51315340659,aae,62,301
51315358631,dcg,270,32
51315365500,ddc,178,279
51315368602,efc,156,157
51315368954,aac,86,103
51315386473,abd,236,230
51315399613,fed,211,211
51315420589,bfd,258,268
51315470298,ddf,164,261
51315496329,abb,70,18
51315528043,egg,119,171
51315540576,bac,94,193
51315593612,acd,9,81
51315600212,cbg,283,172
51315618392,gec,150,12
51315630818,ffb,198,56
51315637468,cad,190,88
51315658662,cdc,160,162
51315673704,afg,52,271
51315684533,dba,254,217
51315688710,gbe,75,102
51315691319,afe,62,307
51315705691,dcf,139,115
51315748950,ade,58,54
51315751382,caf,107,27
51315754322,cbg,299,170
51315764643,bee,164,120
51315771505,faa,79,265
51315785807,dcb,3,181
51315795571,bdf,256,131
51315814293,fgc,165,159
51315814758,abd,298,273
51315822613,edd,41,75
51315832981,ead,138,212
51315839198,bad,107,76
51315839639,eac,221,228
51315841990,bab,85,8
51315855665,cfa,138,396
51315857222,eec,110,168
51315859279,cag,277,43
51315880161,cee,11,157
51315897411,ebc,100,191
51315919220,bfb,95,262
51315945940,gfg,33,122
51315951249,aeb,14,237
51315956963,aae,296,267
51315984312,bcg,125,200
51316010644,gcb,131,113
51316015745,ddb,181,134
51316030527,aec,122,125
51316074690,dcf,259,123
51316084957,ade,149,57
51316089317,edc,32,99
51316142211,gaa,119,158
51316157859,cff,175,235
51316165488,gde,133,47
51316165710,dfd,110,115
51316166297,dge,285,209
51316172275,fba,147,6
51316182664,gca,3,65
51316195354,dfe,224,27
51316202400,fcd,289,336
51316207666,cba,256,9
51316215230,dbd,57,204
51316235145,bga,222,92
51316278323,daf,84,242
51316303356,fce,5,88
51316313731,bfd,119,313
51316318239,caa,138,285
51316318412,gfb,172,284
51316354652,aec,231,125
51316369652,fgc,154,189
51316384442,eff,135,95
51316390080,geg,78,257
51316415710,fcg,74,49
51316425736,eef,218,30
51316428397,fgg,30,223
51316460438,dbg,287,216
51316473500,bgb,240,150
51316494503,fbf,41,246
51316498013,cab,66,311
51316512050,cea,272,179
51316563027,efe,128,156
51316589509,bcc,286,163
51316617823,ecb,51,81
51316622009,dcd,147,150
51316623735,eag,231,118
51316650740,aba,227,180
51316656411,agd,176,76
51316667259,bdb,119,220
51316669667,ega,278,5
51316691967,bcf,111,245
51316710967,fbb,168,20
51316714363,gdc,176,50
51316769827,fcd,2,309
51316785924,fbe,135,148
51316793316,efd,23,115
51316794810,fcb,54,161
51316796898,bbb,84,179
51316814688,bbc,23,256
51316822907,acg,194,160
51316851691,feb,278,86
51316858858,gga,244,162
51316863486,agd,229,62
51316926304,dab,41,8
51316964568,bde,165,120
51317023423,cbf,254,67
51317036141,bfg,292,15
51317066726,gfa,276,140
51317082146,cgf,203,109
51317090796,fda,99,67
51317134435,bdg,221,160
51317156630,eca,67,300
51317159828,ecf,56,97
51317160342,dcc,183,51
51317161138,faf,150,280
51317163302,dff,149,237
51317163598,cbb,130,230
51317163725,gaa,45,161
51317177307,feb,19,98
51317199750,gab,128,138
51317206330,aca,148,36
51317228341,cad,15,73
51317246017,ffe,144,296
51317248401,egg,238,193
51317315547,gea,93,98
51317329646,cdg,235,222
51317372448,ggg,69,103
51317393474,fbg,76,207
51317398306,deg,49,46
51317417866,abf,56,105
51317465698,cbb,71,209
51317482864,fcf,202,149
51317501874,ebf,183,145
51317575709,gdg,119,187
51317576964,edb,53,5
51317586725,ece,211,26
51317591822,dda,159,91
51317609095,gee,105,97
51317641225,ebd,129,149
51317644299,acf,193,81
51317651881,fcc,72,81
51317658221,cfb,267,173
51317688079,fab,41,135
51317698388,abd,188,245
51317708770,ggb,18,168
51317735710,aec,12,117
51317796705,ddc,143,301
51317828949,aea,112,308
51317839585,ceg,210,101
51317844127,ded,262,283
51317858244,fdf,118,222
51317864730,aac,98,117
51317880507,ggf,244,117
51317889219,edg,246,216
51317905464,ccd,16,204
51317908704,aed,54,261
51317911606,ccb,27,84
51317937510,afc,8,135
51317948658,bbe,138,122
51317952451,fca,282,154
51317962959,bgc,182,156
51317990823,fae,52,183
51318006227,cag,21,43
51318028202,agb,196,123
51318036083,ace,150,46
51318041201,fda,143,55
51318048481,def,297,278
51318049140,ebb,96,206
51318093247,gad,143,188
51318100984,ecd,232,109
51318119662,fde,171,45
51318138187,gec,163,14
51318142383,gdb,81,181
51318152387,deb,88,141
51318240616,gff,213,163
